CandleTime,UtcTime,Signal,ProdTrade,SkipReason,Classification
1779927600,2026-05-28 00:20 UTC,,,no_signal,no_signal
1779927900,2026-05-28 00:25 UTC,,,no_signal,no_signal
1779928200,2026-05-28 00:30 UTC,,,no_signal,no_signal
1779928500,2026-05-28 00:35 UTC,,,no_signal,no_signal
1779928800,2026-05-28 00:40 UTC,,,no_signal,no_signal
1779929100,2026-05-28 00:45 UTC,,,no_signal,no_signal
1779929400,2026-05-28 00:50 UTC,,,no_signal,no_signal
1779929700,2026-05-28 00:55 UTC,,,no_signal,no_signal
1779930000,2026-05-28 01:00 UTC,,,no_signal,no_signal
1779930300,2026-05-28 01:05 UTC,,,no_signal,no_signal
1779930600,2026-05-28 01:10 UTC,,,no_signal,no_signal
1779930900,2026-05-28 01:15 UTC,,,no_signal,no_signal
1779931200,2026-05-28 01:20 UTC,,,no_signal,no_signal
1779931500,2026-05-28 01:25 UTC,,,no_signal,no_signal
1779931800,2026-05-28 01:30 UTC,long,yes,,aligned
1779932100,2026-05-28 01:35 UTC,long,yes,,aligned
1779932400,2026-05-28 01:40 UTC,long,yes,,aligned
1779932700,2026-05-28 01:45 UTC,long,yes,,aligned
1779933000,2026-05-28 01:50 UTC,long,yes,,aligned
1779933300,2026-05-28 01:55 UTC,long,yes,,aligned
1779933600,2026-05-28 02:00 UTC,long,,entry_price_out_of_range,execution_skip
1779933900,2026-05-28 02:05 UTC,long,yes,,aligned
1779934200,2026-05-28 02:10 UTC,long,yes,,aligned
1779934500,2026-05-28 02:15 UTC,,,no_signal,no_signal
1779934800,2026-05-28 02:20 UTC,long,yes,,aligned
1779935100,2026-05-28 02:25 UTC,long,,entry_price_out_of_range,execution_skip
1779935400,2026-05-28 02:30 UTC,long,,entry_price_out_of_range,execution_skip
1779935700,2026-05-28 02:35 UTC,long,yes,,aligned
1779936000,2026-05-28 02:40 UTC,long,yes,,aligned
1779936300,2026-05-28 02:45 UTC,long,yes,,aligned
1779936600,2026-05-28 02:50 UTC,,,no_signal,no_signal
1779936900,2026-05-28 02:55 UTC,,,no_signal,no_signal
1779937200,2026-05-28 03:00 UTC,,,no_signal,no_signal
1779937500,2026-05-28 03:05 UTC,,,no_signal,no_signal
1779937800,2026-05-28 03:10 UTC,long,yes,,aligned
1779938100,2026-05-28 03:15 UTC,long,,entry_price_out_of_range,execution_skip
1779938400,2026-05-28 03:20 UTC,long,,entry_price_out_of_range,execution_skip
1779938700,2026-05-28 03:25 UTC,long,yes,,aligned
1779939000,2026-05-28 03:30 UTC,long,yes,,aligned
1779939300,2026-05-28 03:35 UTC,long,yes,,aligned
1779939600,2026-05-28 03:40 UTC,long,,entry_price_out_of_range,execution_skip
1779939900,2026-05-28 03:45 UTC,long,,entry_price_out_of_range,execution_skip
1779940200,2026-05-28 03:50 UTC,long,yes,,aligned
1779940500,2026-05-28 03:55 UTC,long,,entry_price_out_of_range,execution_skip
1779940800,2026-05-28 04:00 UTC,long,yes,,aligned
1779941100,2026-05-28 04:05 UTC,long,yes,,aligned
1779941400,2026-05-28 04:10 UTC,long,,entry_price_out_of_range,execution_skip
1779941700,2026-05-28 04:15 UTC,long,yes,,aligned
1779942000,2026-05-28 04:20 UTC,long,yes,,aligned
1779942300,2026-05-28 04:25 UTC,long,,entry_price_out_of_range,execution_skip
1779942600,2026-05-28 04:30 UTC,long,yes,,aligned
1779942900,2026-05-28 04:35 UTC,long,,entry_price_out_of_range,execution_skip
1779943200,2026-05-28 04:40 UTC,long,,entry_price_out_of_range,execution_skip
1779943500,2026-05-28 04:45 UTC,,,no_signal,no_signal
1779943800,2026-05-28 04:50 UTC,,,no_signal,no_signal
1779944100,2026-05-28 04:55 UTC,,,no_signal,no_signal
1779944400,2026-05-28 05:00 UTC,,,no_signal,no_signal
1779944700,2026-05-28 05:05 UTC,,,no_signal,no_signal
1779945000,2026-05-28 05:10 UTC,long,yes,,aligned
1779945300,2026-05-28 05:15 UTC,long,,entry_price_out_of_range,execution_skip
1779945600,2026-05-28 05:20 UTC,long,yes,,aligned
1779945900,2026-05-28 05:25 UTC,long,yes,,aligned
1779946200,2026-05-28 05:30 UTC,long,yes,,aligned
1779946500,2026-05-28 05:35 UTC,,,no_signal,no_signal
1779946800,2026-05-28 05:40 UTC,,,no_signal,no_signal
1779947100,2026-05-28 05:45 UTC,,,no_signal,no_signal
1779947400,2026-05-28 05:50 UTC,long,yes,,aligned
1779947700,2026-05-28 05:55 UTC,,,no_signal,no_signal
1779948000,2026-05-28 06:00 UTC,,,no_signal,no_signal
1779948300,2026-05-28 06:05 UTC,,,no_signal,no_signal
1779948600,2026-05-28 06:10 UTC,,,no_signal,no_signal
1779948900,2026-05-28 06:15 UTC,,,no_signal,no_signal
1779949200,2026-05-28 06:20 UTC,,,no_signal,no_signal
1779949500,2026-05-28 06:25 UTC,,,no_signal,no_signal
1779949800,2026-05-28 06:30 UTC,,,no_signal,no_signal
1779950100,2026-05-28 06:35 UTC,,,no_signal,no_signal
1779950400,2026-05-28 06:40 UTC,,,no_signal,no_signal
1779950700,2026-05-28 06:45 UTC,,,no_signal,no_signal
1779951000,2026-05-28 06:50 UTC,,,no_signal,no_signal
1779951300,2026-05-28 06:55 UTC,,,no_signal,no_signal
1779951600,2026-05-28 07:00 UTC,,,no_signal,no_signal
1779951900,2026-05-28 07:05 UTC,,,no_signal,no_signal
1779952200,2026-05-28 07:10 UTC,,,no_signal,no_signal
1779952500,2026-05-28 07:15 UTC,,,no_signal,no_signal
1779952800,2026-05-28 07:20 UTC,,,no_signal,no_signal
1779953100,2026-05-28 07:25 UTC,,,no_signal,no_signal
1779953400,2026-05-28 07:30 UTC,,,no_signal,no_signal
1779953700,2026-05-28 07:35 UTC,short,yes,,aligned
1779954000,2026-05-28 07:40 UTC,short,yes,,aligned
1779954300,2026-05-28 07:45 UTC,short,,entry_price_out_of_range,execution_skip
1779954600,2026-05-28 07:50 UTC,short,,entry_price_out_of_range,execution_skip
1779954900,2026-05-28 07:55 UTC,short,yes,,aligned
1779955200,2026-05-28 08:00 UTC,short,yes,,aligned
1779955500,2026-05-28 08:05 UTC,short,yes,,aligned
1779955800,2026-05-28 08:10 UTC,short,,entry_price_out_of_range,execution_skip
1779956100,2026-05-28 08:15 UTC,short,,entry_price_out_of_range,execution_skip
1779956400,2026-05-28 08:20 UTC,short,,entry_price_out_of_range,execution_skip
1779956700,2026-05-28 08:25 UTC,,,no_signal,no_signal
1779957000,2026-05-28 08:30 UTC,,,no_signal,no_signal
1779957300,2026-05-28 08:35 UTC,,,no_signal,no_signal
1779957600,2026-05-28 08:40 UTC,,,no_signal,no_signal
1779957900,2026-05-28 08:45 UTC,,,no_signal,no_signal
1779958200,2026-05-28 08:50 UTC,,,no_signal,no_signal
1779958500,2026-05-28 08:55 UTC,,,no_signal,no_signal
1779958800,2026-05-28 09:00 UTC,,,no_signal,no_signal
1779959100,2026-05-28 09:05 UTC,,,no_signal,no_signal
1779959400,2026-05-28 09:10 UTC,,,no_signal,no_signal
1779959700,2026-05-28 09:15 UTC,,,no_signal,no_signal
1779960000,2026-05-28 09:20 UTC,,,no_signal,no_signal
1779960300,2026-05-28 09:25 UTC,,,no_signal,no_signal
1779960600,2026-05-28 09:30 UTC,,,no_signal,no_signal
1779960900,2026-05-28 09:35 UTC,,,no_signal,no_signal
1779961200,2026-05-28 09:40 UTC,short,yes,,aligned
1779961500,2026-05-28 09:45 UTC,short,yes,,aligned
1779961800,2026-05-28 09:50 UTC,short,,entry_price_out_of_range,execution_skip
1779962100,2026-05-28 09:55 UTC,short,yes,,aligned
1779962400,2026-05-28 10:00 UTC,short,yes,,aligned
1779962700,2026-05-28 10:05 UTC,short,yes,,aligned
1779963000,2026-05-28 10:10 UTC,short,yes,,aligned
1779963300,2026-05-28 10:15 UTC,short,yes,,aligned
1779963600,2026-05-28 10:20 UTC,,,no_signal,no_signal
1779963900,2026-05-28 10:25 UTC,,,no_signal,no_signal
1779964200,2026-05-28 10:30 UTC,,,no_signal,no_signal
1779964500,2026-05-28 10:35 UTC,,,no_signal,no_signal
1779964800,2026-05-28 10:40 UTC,,,no_signal,no_signal
1779965100,2026-05-28 10:45 UTC,short,yes,,aligned
1779965400,2026-05-28 10:50 UTC,short,,entry_price_out_of_range,execution_skip
1779965700,2026-05-28 10:55 UTC,,,no_signal,no_signal
1779966000,2026-05-28 11:00 UTC,,,no_signal,no_signal
1779966300,2026-05-28 11:05 UTC,,,no_signal,no_signal
1779966600,2026-05-28 11:10 UTC,,,no_signal,no_signal
1779966900,2026-05-28 11:15 UTC,,,no_signal,no_signal
1779967200,2026-05-28 11:20 UTC,,,no_signal,no_signal
1779967500,2026-05-28 11:25 UTC,,,no_signal,no_signal
1779967800,2026-05-28 11:30 UTC,,,no_signal,no_signal
1779968100,2026-05-28 11:35 UTC,,,no_signal,no_signal
1779968400,2026-05-28 11:40 UTC,,,no_signal,no_signal
1779968700,2026-05-28 11:45 UTC,,,no_signal,no_signal
1779969000,2026-05-28 11:50 UTC,,,no_signal,no_signal
1779969300,2026-05-28 11:55 UTC,short,,entry_price_out_of_range,execution_skip
1779969600,2026-05-28 12:00 UTC,short,yes,,aligned
1779969900,2026-05-28 12:05 UTC,,,no_signal,no_signal
1779970200,2026-05-28 12:10 UTC,,,no_signal,no_signal
1779970500,2026-05-28 12:15 UTC,,,no_signal,no_signal
1779970800,2026-05-28 12:20 UTC,,,no_signal,no_signal
1779971100,2026-05-28 12:25 UTC,long,,entry_price_out_of_range,execution_skip
1779971400,2026-05-28 12:30 UTC,,,no_signal,no_signal
1779971700,2026-05-28 12:35 UTC,,,no_signal,no_signal
1779972000,2026-05-28 12:40 UTC,,,no_signal,no_signal
1779972300,2026-05-28 12:45 UTC,,,no_signal,no_signal
1779972600,2026-05-28 12:50 UTC,short,yes,,aligned
1779972900,2026-05-28 12:55 UTC,short,,entry_price_out_of_range,execution_skip
1779973200,2026-05-28 13:00 UTC,,,no_signal,no_signal
1779973500,2026-05-28 13:05 UTC,,,no_signal,no_signal
1779973800,2026-05-28 13:10 UTC,long,yes,,aligned
1779974100,2026-05-28 13:15 UTC,long,yes,,aligned
1779974400,2026-05-28 13:20 UTC,long,,entry_price_out_of_range,execution_skip
1779974700,2026-05-28 13:25 UTC,long,yes,,aligned
1779975000,2026-05-28 13:30 UTC,long,yes,,aligned
1779975300,2026-05-28 13:35 UTC,long,yes,,aligned
1779975600,2026-05-28 13:40 UTC,long,yes,,aligned
1779975900,2026-05-28 13:45 UTC,long,,entry_price_out_of_range,execution_skip
1779976200,2026-05-28 13:50 UTC,long,yes,,aligned
1779976500,2026-05-28 13:55 UTC,long,yes,,aligned
1779976800,2026-05-28 14:00 UTC,long,yes,,aligned
1779977100,2026-05-28 14:05 UTC,long,yes,,aligned
1779977400,2026-05-28 14:10 UTC,long,yes,,aligned
1779977700,2026-05-28 14:15 UTC,,,no_signal,no_signal
1779978000,2026-05-28 14:20 UTC,,,no_signal,no_signal
1779978300,2026-05-28 14:25 UTC,,,no_signal,no_signal
1779978600,2026-05-28 14:30 UTC,long,yes,,aligned
1779978900,2026-05-28 14:35 UTC,long,yes,,aligned
1779979200,2026-05-28 14:40 UTC,long,,entry_price_out_of_range,execution_skip
1779979500,2026-05-28 14:45 UTC,long,yes,,aligned
1779979800,2026-05-28 14:50 UTC,long,,entry_price_out_of_range,execution_skip
1779980100,2026-05-28 14:55 UTC,,,no_signal,no_signal
1779980400,2026-05-28 15:00 UTC,,,no_signal,no_signal
1779980700,2026-05-28 15:05 UTC,,,no_signal,no_signal
1779981000,2026-05-28 15:10 UTC,,,no_signal,no_signal
1779981300,2026-05-28 15:15 UTC,long,yes,,aligned
1779981600,2026-05-28 15:20 UTC,long,yes,,aligned
1779981900,2026-05-28 15:25 UTC,long,yes,,aligned
1779982200,2026-05-28 15:30 UTC,,,no_signal,no_signal
1779982500,2026-05-28 15:35 UTC,long,yes,,aligned
1779982800,2026-05-28 15:40 UTC,,,no_signal,no_signal
1779983100,2026-05-28 15:45 UTC,,,no_signal,no_signal
1779983400,2026-05-28 15:50 UTC,,,no_signal,no_signal
1779983700,2026-05-28 15:55 UTC,,,no_signal,no_signal
1779984000,2026-05-28 16:00 UTC,,,no_signal,no_signal
1779984300,2026-05-28 16:05 UTC,long,yes,,aligned
1779984600,2026-05-28 16:10 UTC,,,no_signal,no_signal
1779984900,2026-05-28 16:15 UTC,,,no_signal,no_signal
1779985200,2026-05-28 16:20 UTC,,,no_signal,no_signal
1779985500,2026-05-28 16:25 UTC,,,no_signal,no_signal
1779985800,2026-05-28 16:30 UTC,,,no_signal,no_signal
1779986100,2026-05-28 16:35 UTC,,,no_signal,no_signal
1779986400,2026-05-28 16:40 UTC,,,no_signal,no_signal
1779986700,2026-05-28 16:45 UTC,short,yes,,aligned
1779987000,2026-05-28 16:50 UTC,short,yes,,aligned
1779987300,2026-05-28 16:55 UTC,short,yes,,aligned
1779987600,2026-05-28 17:00 UTC,short,yes,,aligned
1779987900,2026-05-28 17:05 UTC,short,yes,,aligned
1779988200,2026-05-28 17:10 UTC,short,yes,,aligned
1779988500,2026-05-28 17:15 UTC,short,,entry_price_out_of_range,execution_skip
1779988800,2026-05-28 17:20 UTC,short,yes,,aligned
1779989100,2026-05-28 17:25 UTC,short,,entry_price_out_of_range,execution_skip
1779989400,2026-05-28 17:30 UTC,,,no_signal,no_signal
1779989700,2026-05-28 17:35 UTC,short,yes,,aligned
1779990000,2026-05-28 17:40 UTC,short,yes,,aligned
1779990300,2026-05-28 17:45 UTC,short,yes,,aligned
1779990600,2026-05-28 17:50 UTC,short,,entry_price_out_of_range,execution_skip
1779990900,2026-05-28 17:55 UTC,short,,entry_price_out_of_range,execution_skip
1779991200,2026-05-28 18:00 UTC,short,,entry_price_out_of_range,execution_skip
1779991500,2026-05-28 18:05 UTC,short,yes,,aligned
1779991800,2026-05-28 18:10 UTC,short,,entry_price_out_of_range,execution_skip
1779992100,2026-05-28 18:15 UTC,short,yes,,aligned
1779992400,2026-05-28 18:20 UTC,short,yes,,aligned
1779992700,2026-05-28 18:25 UTC,short,yes,,aligned
1779993000,2026-05-28 18:30 UTC,short,yes,,aligned
1779993300,2026-05-28 18:35 UTC,short,,entry_price_out_of_range,execution_skip
1779993600,2026-05-28 18:40 UTC,,,no_signal,no_signal
1779993900,2026-05-28 18:45 UTC,,,no_signal,no_signal
1779994200,2026-05-28 18:50 UTC,short,yes,,aligned
1779994500,2026-05-28 18:55 UTC,short,yes,,aligned
1779994800,2026-05-28 19:00 UTC,short,,entry_price_out_of_range,execution_skip
1779995100,2026-05-28 19:05 UTC,,,no_signal,no_signal
1779995400,2026-05-28 19:10 UTC,,,no_signal,no_signal
1779995700,2026-05-28 19:15 UTC,,,no_signal,no_signal
1779996000,2026-05-28 19:20 UTC,,,no_signal,no_signal
1779996300,2026-05-28 19:25 UTC,,,no_signal,no_signal
1779996600,2026-05-28 19:30 UTC,,,no_signal,no_signal
1779996900,2026-05-28 19:35 UTC,,,no_signal,no_signal
1779997200,2026-05-28 19:40 UTC,,,no_signal,no_signal
1779997500,2026-05-28 19:45 UTC,,,no_signal,no_signal
1779997800,2026-05-28 19:50 UTC,,,no_signal,no_signal
1779998100,2026-05-28 19:55 UTC,,,no_signal,no_signal
1779998400,2026-05-28 20:00 UTC,,,no_signal,no_signal
1779998700,2026-05-28 20:05 UTC,,,no_signal,no_signal
1779999000,2026-05-28 20:10 UTC,,,no_signal,no_signal
1779999300,2026-05-28 20:15 UTC,,,no_signal,no_signal
1779999600,2026-05-28 20:20 UTC,,,no_signal,no_signal
1779999900,2026-05-28 20:25 UTC,,,no_signal,no_signal
1780000200,2026-05-28 20:30 UTC,short,yes,,aligned
1780000500,2026-05-28 20:35 UTC,short,yes,,aligned
1780000800,2026-05-28 20:40 UTC,short,yes,,aligned
1780001100,2026-05-28 20:45 UTC,short,,entry_price_out_of_range,execution_skip
1780001400,2026-05-28 20:50 UTC,short,yes,,aligned
1780001700,2026-05-28 20:55 UTC,short,,entry_price_out_of_range,execution_skip
1780002000,2026-05-28 21:00 UTC,,,no_signal,no_signal
1780002300,2026-05-28 21:05 UTC,,,no_signal,no_signal
1780002600,2026-05-28 21:10 UTC,,,no_signal,no_signal
1780002900,2026-05-28 21:15 UTC,short,yes,,aligned
1780003200,2026-05-28 21:20 UTC,short,yes,,aligned
1780003500,2026-05-28 21:25 UTC,short,yes,,aligned
1780003800,2026-05-28 21:30 UTC,short,yes,,aligned
1780004100,2026-05-28 21:35 UTC,short,,entry_price_out_of_range,execution_skip
1780004400,2026-05-28 21:40 UTC,short,yes,,aligned
1780004700,2026-05-28 21:45 UTC,short,,entry_price_out_of_range,execution_skip
1780005000,2026-05-28 21:50 UTC,short,,entry_price_out_of_range,execution_skip
1780005300,2026-05-28 21:55 UTC,short,yes,,aligned
1780005600,2026-05-28 22:00 UTC,short,yes,,aligned
1780005900,2026-05-28 22:05 UTC,short,yes,,aligned
1780006200,2026-05-28 22:10 UTC,,,no_signal,no_signal
1780006500,2026-05-28 22:15 UTC,,,no_signal,no_signal
1780006800,2026-05-28 22:20 UTC,,,no_signal,no_signal
1780007100,2026-05-28 22:25 UTC,,,no_signal,no_signal
1780007400,2026-05-28 22:30 UTC,,,no_signal,no_signal
1780007700,2026-05-28 22:35 UTC,,,no_signal,no_signal
1780008000,2026-05-28 22:40 UTC,,,no_signal,no_signal
1780008300,2026-05-28 22:45 UTC,,,no_signal,no_signal
1780008600,2026-05-28 22:50 UTC,,,no_signal,no_signal
1780008900,2026-05-28 22:55 UTC,,,no_signal,no_signal
1780009200,2026-05-28 23:00 UTC,long,,entry_price_out_of_range,execution_skip
1780009500,2026-05-28 23:05 UTC,,,no_signal,no_signal
1780009800,2026-05-28 23:10 UTC,,,no_signal,no_signal
1780010100,2026-05-28 23:15 UTC,,,no_signal,no_signal
1780010400,2026-05-28 23:20 UTC,,,no_signal,no_signal
1780010700,2026-05-28 23:25 UTC,,,no_signal,no_signal
1780011000,2026-05-28 23:30 UTC,,,no_signal,no_signal
1780011300,2026-05-28 23:35 UTC,,,no_signal,no_signal
1780011600,2026-05-28 23:40 UTC,,,no_signal,no_signal
1780011900,2026-05-28 23:45 UTC,,,no_signal,no_signal
1780012200,2026-05-28 23:50 UTC,,,no_signal,no_signal
1780012500,2026-05-28 23:55 UTC,,,no_signal,no_signal
1780012800,2026-05-29 00:00 UTC,,,no_signal,no_signal
1780013100,2026-05-29 00:05 UTC,,,no_signal,no_signal
1780013400,2026-05-29 00:10 UTC,,,no_signal,no_signal
1780013700,2026-05-29 00:15 UTC,,,no_signal,no_signal
1780014000,2026-05-29 00:20 UTC,short,yes,,aligned
1780014300,2026-05-29 00:25 UTC,short,yes,,aligned
1780014600,2026-05-29 00:30 UTC,short,yes,,aligned
1780014900,2026-05-29 00:35 UTC,,,no_signal,no_signal
1780015200,2026-05-29 00:40 UTC,short,,entry_price_out_of_range,execution_skip
1780015500,2026-05-29 00:45 UTC,short,,entry_price_out_of_range,execution_skip
1780015800,2026-05-29 00:50 UTC,,,no_signal,no_signal
1780016100,2026-05-29 00:55 UTC,,,no_signal,no_signal
1780016400,2026-05-29 01:00 UTC,,,no_signal,no_signal
1780016700,2026-05-29 01:05 UTC,,,no_signal,no_signal
1780017000,2026-05-29 01:10 UTC,short,yes,,aligned
1780017300,2026-05-29 01:15 UTC,,,no_signal,no_signal
1780017600,2026-05-29 01:20 UTC,,,no_signal,no_signal
1780017900,2026-05-29 01:25 UTC,,,no_signal,no_signal
1780018200,2026-05-29 01:30 UTC,,,no_signal,no_signal
1780018500,2026-05-29 01:35 UTC,,,no_signal,no_signal
1780018800,2026-05-29 01:40 UTC,long,yes,,aligned
1780019100,2026-05-29 01:45 UTC,long,,entry_price_out_of_range,execution_skip
1780019400,2026-05-29 01:50 UTC,long,,entry_price_out_of_range,execution_skip
1780019700,2026-05-29 01:55 UTC,,,no_signal,no_signal
1780020000,2026-05-29 02:00 UTC,,,no_signal,no_signal
1780020300,2026-05-29 02:05 UTC,,,no_signal,no_signal
1780020600,2026-05-29 02:10 UTC,,,no_signal,no_signal
1780020900,2026-05-29 02:15 UTC,,,no_signal,no_signal
1780021200,2026-05-29 02:20 UTC,,,no_signal,no_signal
1780021500,2026-05-29 02:25 UTC,long,yes,,aligned
1780021800,2026-05-29 02:30 UTC,long,yes,,aligned
1780022100,2026-05-29 02:35 UTC,long,,entry_price_out_of_range,execution_skip
1780022400,2026-05-29 02:40 UTC,long,,entry_price_out_of_range,execution_skip
1780022700,2026-05-29 02:45 UTC,long,,entry_price_out_of_range,execution_skip
1780023000,2026-05-29 02:50 UTC,long,yes,,aligned
1780023300,2026-05-29 02:55 UTC,long,yes,,aligned
1780023600,2026-05-29 03:00 UTC,long,,entry_price_out_of_range,execution_skip
1780023900,2026-05-29 03:05 UTC,long,,entry_price_out_of_range,execution_skip
1780024200,2026-05-29 03:10 UTC,,,no_signal,no_signal
1780024500,2026-05-29 03:15 UTC,,,no_signal,no_signal
1780024800,2026-05-29 03:20 UTC,,,no_signal,no_signal
1780025100,2026-05-29 03:25 UTC,,,no_signal,no_signal
1780025400,2026-05-29 03:30 UTC,,,no_signal,no_signal
1780025700,2026-05-29 03:35 UTC,,,no_signal,no_signal
1780026000,2026-05-29 03:40 UTC,long,,entry_price_out_of_range,execution_skip
1780026300,2026-05-29 03:45 UTC,,,no_signal,no_signal
1780026600,2026-05-29 03:50 UTC,,,no_signal,no_signal
1780026900,2026-05-29 03:55 UTC,long,,entry_price_out_of_range,execution_skip
1780027200,2026-05-29 04:00 UTC,long,,entry_price_out_of_range,execution_skip
1780027500,2026-05-29 04:05 UTC,,,no_signal,no_signal
1780027800,2026-05-29 04:10 UTC,long,yes,,aligned
1780028100,2026-05-29 04:15 UTC,long,,entry_price_out_of_range,execution_skip
1780028400,2026-05-29 04:20 UTC,long,,entry_price_out_of_range,execution_skip
1780028700,2026-05-29 04:25 UTC,,,no_signal,no_signal
1780029000,2026-05-29 04:30 UTC,,,no_signal,no_signal
1780029300,2026-05-29 04:35 UTC,,,no_signal,no_signal
1780029600,2026-05-29 04:40 UTC,,,no_signal,no_signal
1780029900,2026-05-29 04:45 UTC,,,no_signal,no_signal
1780030200,2026-05-29 04:50 UTC,,,no_signal,no_signal
1780030500,2026-05-29 04:55 UTC,,,no_signal,no_signal
1780030800,2026-05-29 05:00 UTC,,,no_signal,no_signal
1780031100,2026-05-29 05:05 UTC,,,no_signal,no_signal
1780031400,2026-05-29 05:10 UTC,,,no_signal,no_signal
1780031700,2026-05-29 05:15 UTC,short,yes,,aligned
1780032000,2026-05-29 05:20 UTC,short,,entry_price_out_of_range,execution_skip
1780032300,2026-05-29 05:25 UTC,,,no_signal,no_signal
1780032600,2026-05-29 05:30 UTC,short,,entry_price_out_of_range,execution_skip
1780032900,2026-05-29 05:35 UTC,,,no_signal,no_signal
1780033200,2026-05-29 05:40 UTC,,,no_signal,no_signal
1780033500,2026-05-29 05:45 UTC,,,no_signal,no_signal
1780033800,2026-05-29 05:50 UTC,short,,entry_price_out_of_range,execution_skip
1780034100,2026-05-29 05:55 UTC,short,yes,,aligned
1780034400,2026-05-29 06:00 UTC,short,yes,,aligned
1780034700,2026-05-29 06:05 UTC,short,,entry_price_out_of_range,execution_skip
1780035000,2026-05-29 06:10 UTC,short,yes,,aligned
1780035300,2026-05-29 06:15 UTC,short,yes,,aligned
1780035600,2026-05-29 06:20 UTC,short,yes,,aligned
1780035900,2026-05-29 06:25 UTC,short,yes,,aligned
1780036200,2026-05-29 06:30 UTC,short,,entry_price_out_of_range,execution_skip
1780036500,2026-05-29 06:35 UTC,short,yes,,aligned
1780036800,2026-05-29 06:40 UTC,,,no_signal,no_signal
1780037100,2026-05-29 06:45 UTC,,,no_signal,no_signal
1780037400,2026-05-29 06:50 UTC,short,yes,,aligned
1780037700,2026-05-29 06:55 UTC,short,yes,,aligned
1780038000,2026-05-29 07:00 UTC,short,yes,,aligned
1780038300,2026-05-29 07:05 UTC,short,yes,,aligned
1780038600,2026-05-29 07:10 UTC,short,,order_failed,execution_skip
1780038900,2026-05-29 07:15 UTC,short,yes,,aligned
1780039200,2026-05-29 07:20 UTC,short,,entry_price_out_of_range,execution_skip
1780039500,2026-05-29 07:25 UTC,short,yes,,aligned
1780039800,2026-05-29 07:30 UTC,,,no_signal,no_signal
1780040100,2026-05-29 07:35 UTC,,,no_signal,no_signal
1780040400,2026-05-29 07:40 UTC,,,no_signal,no_signal
1780040700,2026-05-29 07:45 UTC,,,no_signal,no_signal
1780041000,2026-05-29 07:50 UTC,,,no_signal,no_signal
1780041300,2026-05-29 07:55 UTC,,,no_signal,no_signal
1780041600,2026-05-29 08:00 UTC,,,no_signal,no_signal
1780041900,2026-05-29 08:05 UTC,,,no_signal,no_signal
1780042200,2026-05-29 08:10 UTC,,,no_signal,no_signal
1780042500,2026-05-29 08:15 UTC,,,no_signal,no_signal
1780042800,2026-05-29 08:20 UTC,,,no_signal,no_signal
1780043100,2026-05-29 08:25 UTC,short,yes,,aligned
1780043400,2026-05-29 08:30 UTC,short,,entry_price_out_of_range,execution_skip
1780043700,2026-05-29 08:35 UTC,short,,entry_price_out_of_range,execution_skip
1780044000,2026-05-29 08:40 UTC,short,yes,,aligned
1780044300,2026-05-29 08:45 UTC,short,yes,,aligned
1780044600,2026-05-29 08:50 UTC,,,no_signal,no_signal
1780044900,2026-05-29 08:55 UTC,,,no_signal,no_signal
1780045200,2026-05-29 09:00 UTC,,,no_signal,no_signal
1780045500,2026-05-29 09:05 UTC,,,no_signal,no_signal
1780045800,2026-05-29 09:10 UTC,,,no_signal,no_signal
1780046100,2026-05-29 09:15 UTC,short,yes,,aligned
1780046400,2026-05-29 09:20 UTC,short,yes,,aligned
1780046700,2026-05-29 09:25 UTC,short,yes,,aligned
1780047000,2026-05-29 09:30 UTC,short,yes,,aligned
1780047300,2026-05-29 09:35 UTC,short,,entry_price_out_of_range,execution_skip
1780047600,2026-05-29 09:40 UTC,short,,entry_price_out_of_range,execution_skip
1780047900,2026-05-29 09:45 UTC,,,no_signal,no_signal
1780048200,2026-05-29 09:50 UTC,,,no_signal,no_signal
1780048500,2026-05-29 09:55 UTC,,,no_signal,no_signal
1780048800,2026-05-29 10:00 UTC,,,no_signal,no_signal
1780049100,2026-05-29 10:05 UTC,,,no_signal,no_signal
1780049400,2026-05-29 10:10 UTC,,,no_signal,no_signal
1780049700,2026-05-29 10:15 UTC,,,no_signal,no_signal
1780050000,2026-05-29 10:20 UTC,,,no_signal,no_signal
1780050300,2026-05-29 10:25 UTC,,,no_signal,no_signal
1780050600,2026-05-29 10:30 UTC,,,no_signal,no_signal
1780050900,2026-05-29 10:35 UTC,,,no_signal,no_signal
1780051200,2026-05-29 10:40 UTC,,,no_signal,no_signal
1780051500,2026-05-29 10:45 UTC,,,no_signal,no_signal
1780051800,2026-05-29 10:50 UTC,,,no_signal,no_signal
1780052100,2026-05-29 10:55 UTC,,,no_signal,no_signal
1780052400,2026-05-29 11:00 UTC,,,no_signal,no_signal
1780052700,2026-05-29 11:05 UTC,,,no_signal,no_signal
1780053000,2026-05-29 11:10 UTC,,,no_signal,no_signal
1780053300,2026-05-29 11:15 UTC,,,no_signal,no_signal
1780053600,2026-05-29 11:20 UTC,,,no_signal,no_signal
1780053900,2026-05-29 11:25 UTC,,,no_signal,no_signal
1780054200,2026-05-29 11:30 UTC,,,no_signal,no_signal
1780054500,2026-05-29 11:35 UTC,,,no_signal,no_signal
1780054800,2026-05-29 11:40 UTC,long,yes,,aligned
1780055100,2026-05-29 11:45 UTC,long,yes,,aligned
1780055400,2026-05-29 11:50 UTC,long,yes,,aligned
